,Course ID,Subject,Number,Title,Description
785,4720,CLAS,262,Mythology of the Ancient Mediterranean,"An examination of the common mythological themes of the ancient Mediterranean, this course focuses on the events, the characters, and the significance of recurrent elements as found in the myths of Mesopotamia, Egypt, Greece, and Rome.





"
786,4721,CLAS,263,Archaeology of Archaic Greece,"This course explores the cultural developments of the period (circa 650 to 450 BCE) through its material remains.

NOTE: Students who have received credit for this topic under a CLAS 298 number may not take this course for credit.



"
787,4722,CLAS,264,EGYPTIAN ARCHAEOLOGY,"This course examines the principal monuments of Egypt from the predynastic through the Pharaonic period, ending with the Roman conquest of Egypt. Aspects considered may include the pyramids and tombs, paintings, writing systems, and archaeological evidence of Egyptian contributions to science, navigation, religion, and culture. 
NOTE: Students who have received credit for this topic under a CLAS 298 number may not take this course for credit."
788,4723,CLAS,266,An Introduction to Classical Archaeology,"This course provides a general overview of the material remains of ancient Greece from the Bronze Age to the Hellenistic period. It addresses the function, context, dating, and meaning of artifacts, as well as methods of analysis.

NOTE: Students who have received credit for CLAZ 266 may not take this course for credit.



"
789,4723,CLAZ,266,An Introduction to Classical Archaeology,"This course provides a general overview of the material remains of ancient Greece from the Bronze Age to the Hellenistic period. It addresses the function, context, dating, and meaning of artifacts, as well as methods of analysis.

NOTE: Students who have received credit for CLAZ 266 may not take this course for credit.



"
790,4724,CLAS,267,The Archaeology of the Greek Bronze Age,"The Bronze Age in Mainland Greece, Crete, and the Greek Islands.





"
791,4727,CLAS,280,INTRODUCTORY ANCIENT GREEK: INTENSIVE COURSE,"Greek grammar, syntax, and vocabulary are presented in an intensive one?term course that enables students to begin reading ancient texts.

NOTE: Students who have received credit for CLAS 201 or 202 may not take this course for credit. This course covers the same material as CLAS 201 and 202."
792,4728,CLAS,290,INTRODUCTORY LATIN: INTENSIVE COURSE,"Latin grammar, syntax, and vocabulary are presented in an intensive one?term course that enables students to begin reading ancient texts.

NOTE: Students who have received credit for CLAS 203 or 204 may not take this course for credit. This course covers the same material as CLAS 203 and 204."
793,4739,CLAS,320,The Heroic Epics of Greece and Rome,"Homer's Iliad and Odyssey and Virgil's Aeneid are considered in depth, with some attention given to other examples of epic, such as the Argonautica of Apollonius of Rhodes and Lucan's Pharsalia. Topics include epic as a genre, the nature of oral poetry, ethical values presented and the epic tradition and innovation. The texts are read in English translation.





"
794,4746,CLAS,330,Greek Drama,"Designed as an introduction to Greek drama from the origins of tragedy in the sixth century to New Comedy, this course consists of a detailed study of selected plays of Aeschylus, Sophocles, Euripides, Aristophanes and Menander. Also considered are Aristotle's Poetics and production techniques of the Greek theatre. The texts are read in English translation.





"
795,4753,CLAS,341,(also listed as HIST 323) Greek History from Alexander to the Roman Conquest,"A political, social, economic, and cultural history of the Greek world from Alexander the Great to the Roman conquest of Greece in 146 BCE.

NOTE: Students who have received credit for CLAS 241 or HIST 224 or HIST 323 may not take this course for credit.



"
796,4754,CLAS,343,(also listed as HIST 327) History of the Roman Empire,"This course offers a political, social, economic, and cultural history of the Roman Empire from Augustus to the end of the Roman Empire in the West.

NOTE: Students who have received credit for CLAS 243 or HIST 226 or HIST 327 may not take this course for credit.



"
797,4757,CLAS,353,Representations of Women in Ancient Greece and Rome,"The ancient Greek and Roman representations of women are examined within their historical and cultural contexts. Focus is placed on the changing social roles, status and images of women in antiquity. Both visual and literary sources are used.





"
798,4762,CLAS,364,Classical Greek Art and Archaeology,"An exploration of the monuments and artifacts of Classical Greece, ca. 480 to 380 BCE, this course concentrates on architecture, sculpture, vase painting, artistic production and methods of interpretation."
799,4763,CLAS,365,Art and Archaeology of the Hellenistic Age,"An investigation of the art and archaeology of the Hellenistic age from the death of Alexander in 323 to the mid?first century BCE, this course examines architecture, sculpture, mosaics, wall painting and the minor arts; emphasis is on the Roman influence on Greek art of the period."
800,4767,CLAS,369,Roman Art and Archaeology,"An introduction to the artifacts and monuments of Roman civilization from the sixth century BC through the Empire (third century AD), this course examines artistic styles, techniques, function, iconography and interpretation.





"
801,4768,CLAS,370,PRACTICUM IN ARCHAEOLOGY,Please see UGRD Calendar
802,4781,CLAS,383,Intermediate Ancient Greek I: Prose,"In this course, students read prose works of authors such as Herodotus, Xenophon, and Plato in the original Greek texts.  Special attention is given to grammatical and syntactical structures of the language."
803,4782,CLAS,384,Intermediate Ancient Greek II: Poetry,"In this course, students read selected works of the ancient poets in the original Greek Texts, with an emphasis on Homer and Euripides.  Special attention is given to grammatical and syntactical structures of the language."
804,4790,CLAS,391,Intermediate Latin I: Prose,"Prose works of authors such as Caesar, Cornelius Nepos, Cicero and Pliny are read in the original Latin text. Attention is given to further study of grammatical and syntactical structures of the language."
805,4791,CLAS,392,Intermediate Latin II: Poetry,"Selected works of the Roman poets are read in the original Latin text, with emphasis on Catullus, Ovid, Martial and Petronius. Attention is given to further study of grammatical and syntactical structures of the language."
806,4816,CLAS,410,Advanced Ancient Greek I: Prose,"Works of the Greek historian, philosophers, and orators are studied in depth n the original Greek texts. While authors read vary from year to year, the primary focus is on Herodotus, Thucydides, Plato or Demosthenes. Advanced issues of grammar and syntax in addition to textual constitution, as well as broader issues of historical and literary importance, are discussed."
807,4827,CLAS,411,Advanced Ancient Greek II: Poetry,"Works of Greek epic, lyric or dramatic poetry are studied in depth in the original Greek texts. While authors read vary from year to year, the primary focus is on Homer, Aeschylus, Sophocles, Euripides or Pindar. Advanced issues of grammar and syntax in addition to textual constitution, as well as broader issues of historical and literary importance, are discussed."
808,4838,CLAS,420,Advanced Latin I: Prose,"Works of the Roman historians, philosophers and orators are studied in depth in the original Latin texts. While authors read vary from year to year, the primary focus is on Cicero, Sallust, Livy or Tacitus. Advanced issues of grammar and syntax in addition to textual constitution, as well as broader issues of historical and literary importance, are discussed."
809,4847,CLAS,421,Advanced Latin II: Poetry,"Works of the Roman poets are studied in depth in the original Latin. While authors read vary from year to year, the primary focus is on Virgil, Ovid, Horace, Juvenal or Lucretius.  Advanced issues of historical and literary importance, are discussed."
810,4865,CLAS,450,Honours Seminar,"The seminars focus on oral presentations by students. Topics vary from year to year.
Prerequisite: Permission of the Department.




"
811,4868,CLAS,451,Honours Thesis,"The student works with an individual faculty member in a particular area of archaeology, history or philology to produce an extensive research paper.
Prerequisite: Permission of the Department.




"
812,4869,CLAS,460,"Ancient Pottery: History, Analysis, and Interpretation","This course introduces students to the most common archaeological artifact, pottery. It addresses the technology and history of Greek and Roman ceramic wares, and uses a hands-on approach to instruct students in strategies for extracting information from pottery shards."
813,4871,CLAS,480,TUTORIAL,Prerequisite: Permission of the Department. This course provides students with the opportunity to study a topic of individual interest under the guidance of a faculty member.
814,4881,CLAS,481,TUTORIAL II,Please see UGRD Calendar
815,4886,CLAS,490,HONOURS THESIS,"Prerequisite: Permission of the Department. The student works with an individual faculty member in a particular area of archaeology, history or philology to produce an extensive research paper."
816,5054,COEN,212,Digital Systems Design I,"Modulo arithmetic: representations of numbers in binary, octal and hexadecimal formats; binary arithmetic. Boolean algebra; theorems and properties, functions, canonical and standard forms. Logic gates and their use in the realization of Boolean algebra statements; logic minimization, multiple output circuits. Designing with MSI and LSI chips, decoders, multiplexers, adders, multipliers, programmable logic devices. Introduction to sequential circuits; flip-flops. Completely specified sequential machines. Machine equivalence and minimization. Implementation of clock mode sequential circuits. Lectures: three hours per week. Tutorial: two hours per week. Laboratory: 15 hours total.
Prerequisite: MATH 204 (Cegep Mathematics 105).
NOTE: Students who have received credit for COEN 312 may not take this course for credit."
817,5055,COEN,231,Introduction to Discrete Mathematics,"Fundamentals of logic: basic connectives and truth tables; logical equivalence; the laws of logic; logical implication; rules of inference; the use of quantifiers; proofs of theorems. Sets: the laws of set theory. Boolean algebra. Relation of Boolean algebra to logical and set theoretic operations. Modulo arithmetic: division algorithm. Induction and recursion: induction on natural numbers; recursive definitions. Functions and relations: cartesian products and relations; functions; function composition and inverse functions; equivalence relations. Elements of graph theory: basic definitions of graph theory; paths, reachability and connectedness; computing paths from their matrix representation; traversing graphs represented as adjacency lists; trees and spanning trees. Finite-state machines (FSM) deterministic and nondeterministic machines; regular languages; FSM with output; composition of FSM.Lectures: three hours per week. Tutorial: one hour per week.
Prerequisite: MATH 204 (Cegep Mathematics 105)."
818,5059,COEN,243,Programming Methodology I,"Prerequisite: MATH 204 (Cegep Mathematics 105). This course is an introduction to computers and programming paradigms. Essential topics from procedural programming languages are discussed such as key elements, reserved words and identifiers, data types and declarations, statements, arithmetic expressions, and different modes of execution. The course covers flow control using If-Else and Switch statements, repetition using loops, recursive functions, pointers, references and dynamic data structures and function pointer. The course material also includes Lambda expression, data structures, built-in arrays, template arrays and vectors, n-dimensional vectors, sorting and searching. Students learn object-oriented programming, user-defined classes, class attributes and methods, object creation, use and destruction. Students are also introduced to exception
handling and UML class diagrams. Lectures: three hours per week. Tutorial: two hours per week. Laboratory: 15 hours total.
NOTE: Students who have received credit for COMP 248, MIAE 215 or MECH 215 may not take this course for credit."
819,5060,COEN,244,Programming Methodology II,"Prerequisite: COEN 243 or MECH 215 or MIAE 215
This course covers advanced topics in computer programming. The course reviews object-oriented programming and further concepts, and revisits pointers. The following topics are covered: operator overloading (regular and advanced usage) fundamentals of file and stream processing. The course also covers class composition and inheritance (regular and advanced usage), virtual functions, polymorphism, static and dynamic binding and abstract classes. A case study of a small-scale object-oriented project along with simplified analysis, design and implementation are discussed. Other topics in the course include files and streams, exception handling (advanced usage), templates (class templates, template instantiation and type binding), sequence containers and STL algorithms, UML modelling and an introduction to open software repository. Lectures: three hours per week. Tutorial: two hours per week.
NOTE: Students who have received credit for COMP 249 may not take this course for credit"
820,5062,COEN,311,Computer Organization and Software,"Review of data representation and arithmetic. Floating-point representation and arithmetic. Functional units: CPU, memory, I/O, computer operation.Machine programming fundamentals: instruction structure, addressing modes, the assembly process, examples of architectures. Case study of a microprocessor architecture: programming model, assembler and addressing modes, instruction set and formats; programming examples. Stacks, subroutines, macros, exceptions, interrupts. Lectures: three hours per week. Tutorial: one hour per week. Laboratory: 15 hours total.
Prerequisite: COEN 212, 243."
821,5064,COEN,313,Digital Systems Design II,"Two-level and multi-level logic optimization techniques. Hardware description languages (VHDL) for synthesis and simulation. Asynchronous design. Algorithmic state machines. Clocking and clock skew. Metastability. Self-timed concepts. Finite state machine (FSM) optimization. State reduction. FSM partitioning. Programmable logic devices and field programmable gate arrays. Data path and control design for processors. Testing issues. Lectures: three hours per week. Tutorial: one hour per week. Laboratory: 15 hours total.
Prerequisite: COEN 212, 231"
822,5065,COEN,315,Digital Electronics,"Analysis and simulation of basic digital circuit blocks, in particular, CMOS, BiCMOS and ECL technologies. The focus is on the electronics aspect of digital circuits. Combinational and sequential circuit units, including logic gates, flip-flops, signal generators, static and dynamic memories, and interconnections. Performance analysis in terms of switching speeds, power dissipation, noise immunity, fan-in and fan-out. Lectures: three hours per week. Tutorial: one hour per week. Laboratory: 15 hours total.
Prerequisite: ELEC 311.




"
823,5066,COEN,316,Computer Architecture and Design,"Review of basic computer architecture designs. Fundamentals of computer design and performance. Cost issues. Instruction set design principles. Memory hierarchies: registers, caches, and virtual memories. Basic processor implementation issues. High performance computing issues such as pipelining, superscalar, and vector processing. Input/output subsystem designs. Lectures: three hours per week. Tutorial: one hour per week.
Prerequisite: COEN 212, 311, 313."
824,5067,COEN,317,Microprocessor Systems,"Introduction to microprocessor interfacing. Bus functions, bus interconnections, synchronous and asynchronous bus. Signal flow and data transfer, decoding for I/O and memory, memory organization and structures. Interfacing examples; parallel interfacing, serial interfacing, the interrupt system; bus arbitration and DMA. Analog-to-digital and digital-to-analog structures and interfacing. Floppy disk and CRT controllers; bus standards; local area networks. Benchmarking and comparative study of recent microprocessors. Lectures: three hours per week. Laboratory: 15 hours total.
Prerequisite: COEN 311 or COMP 228 or SOEN 228; COEN 313.
NOTE: Students who have received credit for COEN 417 may not take this course for credit."
825,5068,COEN,320,Introduction to Real?Time Systems,"Fundamentals of real-time systems: definitions, requirements, design issues and applications. Real-time operating systems (RTOS) feature: multi-tasking, process management, scheduling, interprocess communication and synchronization, real-time memory management, clocks and timers, interrupt and exception handling, message queues, asynchronous input/output. Concurrent programming languages: design issues and examples, POSIX threads and semaphores. Introduction to real-time uniprocessor scheduling policies: static vs. dynamic, pre-emptive vs. non-pre-emptive, specific techniques ? rate-monotonic algorithm, earliest-deadline-first, deadline monotonic, least-laxity-time-first; clock-driven scheduling. Design and specification techniques ? Finite state machine based State-chart, Dataflow diagram, Petri nets. Reliability and fault-tolerance. Case studies of RTOS ? QNX, VxWorks, and research prototypes. Lectures: three hours per week. Tutorial: one hour per week.
Prerequisite: COEN 346 or COMP 346.




"
826,5069,COEN,345,Software Testing and Validation,"Overview of the three phases and deliverables of a project. Validation vs. verification, reviews, walkthrough. Testing: acceptance testing, integration testing, module testing. Writing stubs. Performance testing. Role of formal methods. Code inspection. Defect tracking. Causality analysis. Software Metrics and quality management. Lectures: three hours per week. Tutorial: one hour per week. Laboratory: 15 hours total.
Prerequisite: SOEN 341."
827,5070,COEN,346,Operating Systems,"The evolution, architecture, and use of modern operating systems (OS). Multi-tasking, concurrency and synchronization, IPC, deadlock, resource allocation, scheduling, multi-threaded programming, memory and storage managements, file systems, I/O techniques, buffering, protection and security, the client/server paradigm and communications. Introduction to real time operating systems. Students write substantial programs dealing with concurrency and synchronization in a multi-tasking environment. Lectures: three hours per week. Tutorial: one hour per week. Laboratory: 15 hours total.
Prerequisite: COEN 311; COMP 352 or COEN 352.
NOTE: Students who have received credit for COMP 346 may not take this course for credit."
828,5071,COEN,352,Data Structures and Algorithms,"Mathematical introduction: mathematical induction, program analysis, and algorithm complexity. Fundamental data structures: lists, stacks, queues, and trees. Fundamental algorithms: hashing and sorting. Graph structures and algorithms. Overview of algorithm design techniques, including greedy algorithms, divide and conquer strategies, recursive and backtracking algorithms, and heuristics. Application of data structures and algorithms to engineering. Lectures: three hours per week. Tutorial: one hour per week.
Prerequisite: COEN 231, 244.
NOTE: Students who have received credit for COMP 352 may not take this course for credit."
829,5072,COEN,390,COMP. ENG. PROD DESIGN PROJ.,Please see UGRD Calendar
830,5074,COEN,413,Hardware Functional Verification,"Review of hardware design languages. Introduction to functional verification. Design for verification. Writing test benches, simulation engines, and coverage metrics. Introduction to verification languages. Verification plan: strategies, test cases, test benches. Modelling verification environments. Modelling input relations, intervals, events. Introduction to formal verification tools. Lectures: three hours per week.
Prerequisite: COEN 313.




"
831,5080,COEN,421,Embedded Systems and Software Design,"Introduction to real-time modelling languages. Introduction to embedded systems design using a unified view of software and hardware. Processor technologies: general purpose, single purpose, application-specific. Memory. Interfacing. Design technologies: hardware-software co-design/co-synthesis/co-simulation. Real-time debugging and monitoring techniques. Real-time communication protocols. Introduction to clock synchronization and group communication techniques. A multi-component project provides a hands-on experience in designing, implementing, and testing a real-time embedded system. Lectures: three hours per week. Laboratory: 30 hours total.
Prerequisite: COEN 317, 320; SOEN 341.




"
832,5082,COEN,432,APPLIED EVOLUTIONARY & LEARNING ALGORITHMS,"Prerequisite: COEN 352 or COMP 352. Heuristic learning algorithms applied to real-world problems of design, classification, prediction and abstraction. Genetic algorithms, genetic programming, evolutionary strategies, generative and developmental systems, artificial life approaches, swarm intelligence, self-modifying programs, tabu search, simulated annealing and support vector machines, introduction to deep learning architectures. Examples of practical applications and challenges focused on biological and biomedical engineering. Lectures: three hours per week."
833,5083,COEN,445,Communication Networks and Protocols,"Prerequisite: COEN 346. Communications protocols basics, flow control, error detection and error control techniques. Network topologies including local area networks (LANs) and wide area networks (WANs). Layered architecture standards (OSI and TCP/IP) and protocols. Internetworking. Application and socket programming. Lectures: three hours per week. Laboratory: 15 hours total.
NOTE: Students who have received credit for ELEC 463 may not take this course for credit."
834,5084,COEN,451,VLSI Circuit Design,"Analysis and design of electronic circuits using Very Large Scale Integration (VLSI) technologies. Physical design of MOS digital circuits. CMOS circuit schematic and layout. CMOS processing technology, design rules and CAD issues. Physical layers and parasitic elements of CMOS circuits. Characterization and performance evaluation. Constraints on speed, power dissipation and silicon space consumption. Design and implementation of CMOS logic structures, interconnections and I/O structures. Circuit design project using a specified CMOS technology. Lectures: three hours per week. Laboratory: 30 hours total.
Prerequisite: COEN 212; ELEC 311.




"
835,5086,COEN,490,Capstone Computer Engineering Design Project,"Prerequisite: Minimum of 75 credits in BEng (Computer) or permission of the Department; ENGR 301, 371; COEN 390; SOEN 341.
Students are assigned to groups, and work together under faculty supervision to solve a complex interdisciplinary design problem ? typically involving communications, control systems, electromagnetics, power electronics, software design, and/or hardware design. The project fosters teamwork between group members and allows students to develop their project management,
technical writing, and technical presentation skills. Tutorial: one hour per week, two terms. Equivalent laboratory time: four hours per week, two terms.
NOTE: All written documentation must follow the Concordia Form and Style guide. Students are responsible for obtaining this document before beginning the project."
836,5095,COEN,6211,BIO. COMPUTING & SYN BIOLOGY,Please see GRAD Calendar
837,5096,COEN,6311,SOFTWARE ENGINEERING,Please see GRAD Calendar
838,5097,COEN,6312,MODEL DRIVEN SOFTWARE ENGR.,Please see GRAD Calendar
839,5098,COEN,6321,Applied Genetic and Evolutionary Systems,Please see GRAD Calendar
840,5099,COEN,6331,NEURAL NETWORKS,Please see GRAD Calendar
841,5100,COEN,6501,DIGITAL SYS.DESIGN+SYNTHESIS,Please see GRAD Calendar
842,5101,COEN,6511,VLSI CIRCUIT DESIGN,Please see GRAD Calendar
843,5102,COEN,6521,DESIGN FOR TESTABILITY,Please see GRAD Calendar
844,5103,COEN,6531,ASIC SYNTHESIS,Please see GRAD Calendar
845,5104,COEN,6551,FORMAL HARDWARE VERIFICATION,Please see GRAD Calendar
846,5106,COEN,6711,MICROPROC.+THEIR APPLICATION,Please see GRAD Calendar
847,5108,COEN,6741,COMPUTER ARCHITECTURE+DESIGN,Please see GRAD Calendar
848,5115,COEN,7311,PROTOCOL DESIGN + VALIDATION,Please see GRAD Calendar
849,5117,COEN,7741,ADV. COMPUTER ARCHITECTURE,Please see GRAD Calendar
850,5254,COMM,210,Contemporary Business Thinking,"This course presents a broad survey of the world of business and aims to incite students to develop a critical perspective on business literature. Students explore foundational business writings and evaluate the central ideas for scope, relevance, and managerial utility. The course also fosters students? inclination to keep well informed about contemporary issues in organizations and business.
Prerequisite: COMM 212 previously or concurrently; ECON 201 or 203 or equivalent previously or concurrently.
NOTE: It is recommended that part-time students complete this course, along with COMM 212, as early in their program as possible.



"
851,5255,COMM,212,Business Communication,"This course focuses on the principles and techniques of clear, concise, and effective, written and oral communication, especially as they apply to business. The formal, grammatical, and stylistic elements of written and oral business communication are emphasized. In addition, students are instructed in and experience the use of audiovisual means of communication.
Prerequisite: BTM 200 or INTE 290 previously or concurrently.
NOTE: It is recommended that part-time students complete this course, along with COMM 210, as early in their program as possible.



"
852,5256,COMM,215,Business Statistics,"This course introduces the fundamentals of statistics as applied to the various areas of business and administration. Topics covered include techniques of descriptive statistics, basic theory of probability and probability distributions, estimation and hypotheses testing, chi-square tests in contingency table analysis and for goodness-of-fit, and linear regression and correlation.
Prerequisite: MATH 208 or equivalent; MATH 209 or equivalent; BTM 200 or INTE 290 or COMP 248 previously or concurrently.




"
853,5257,COMM,217,Financial Accounting,"This course examines the theory and practice involved in measuring, reporting, and analyzing an organization's financial information. Concepts underlying financial statements are discussed, with an emphasis on generally accepted accounting principles. Disclosures/requirements concerning financial statements as well as information needs of decision-makers are introduced.
Prerequisite: COMM 210 previously or concurrently.




"
854,5258,COMM,220,Analysis of Markets,"This course provides a general perspective on the history, operation and relationships between Canadian and international product, labour and financial markets. Specifically, students are introduced to issues of fundamental importance to today's managers and entrepreneurs such as changes in structure and competitiveness in these markets in response to government policies, the determination and behaviour of interest rates, inflation, market integration, and the role and function of financial intermediation. It further provides students with the knowledge of the role and impact of regulation and other government interventions in these markets.
Prerequisite: COMM 210, 215; ECON 201 or equivalent; ECON 203 or equivalent previously or concurrently.




"
855,5259,COMM,222,Organizational Behaviour and Theory,"This course is designed to provide students with an opportunity to study individual behaviour in formal organizations. Through theoretical case and experiential approaches, the focus of instruction progressively moves through individual, group and organizational levels of analysis. Topics in the course include perception, learning, personality, motivation, leadership, group behaviour, and organizational goals and structure.
Prerequisite: COMM 210, 212.




"
856,5260,COMM,223,Marketing Management I,"This survey course introduces students to the key concepts in marketing. Topics covered include marketing strategy, buyer behaviour, and the impact of technology on the discipline. The course also explores the important role that marketing plays in advancing society.
Prerequisite: COMM 210, COMM 212 previously or concurrently.
NOTE: Students who have received credit for COMM 224 or MARK 201 may not take this course for credit.



"
857,5262,COMM,225,Production and Operations Management,"This course is an introduction to contemporary operational issues and techniques in the manufacturing and service sectors. Among the topics covered are operations strategy, forecasting, materials' management, total quality management, time-based competition, and minimal manufacturing. Mathematical modelling in resource allocation is also introduced. Cases and computer-aided quantitative tools for decision-making are used throughout the course with an emphasis on the interactions between production/operations management and other business disciplines.
Prerequisite: COMM 210, 212, 215.




"
858,5263,COMM,226,Business Technology Management,"The objective of this course is to provide students with an understanding of the role of information technology in business organizations. Students learn how information technologies can be used to create business value, solve business problems, accomplish corporate goals and achieve and maintain a competitive advantage.
Prerequisite: COMM 210 previously or concurrently.
NOTE: Students who have received credit for COMM 301 may not take this course for credit.



"
859,5276,COMM,305,Managerial Accounting,"This course covers the development of accounting information to assist management in carrying out its functions effectively and efficiently. Concepts and techniques for planning, performance evaluation, control, and decision-making are introduced. New developments are addressed with a focus on contemporary business issues and real-world applicability of management accounting concepts and techniques.
Prerequisite: COMM 217.




"
860,5281,COMM,308,Introduction to Finance,"This course provides a general understanding of the fundamental concepts of finance theory as they apply to the firm's long-run and short-run financing, and investment decisions. Building on the objective of firm value maximization, students become familiar with the conceptual issues underlying risk and return relationships and their measurements, as well as the valuation of financial securities. They also learn the concept of cost of capital, its measurement, and the techniques of capital budgeting as practised by today's managers. Students are introduced to the basic issues surrounding the firm's short-term and long-term funding decisions and its ability to pay dividends.
Prerequisite: COMM 217; COMM 220 previously or concurrently.




"
861,5284,COMM,315,Business Law and Ethics,"This course allows students to develop a degree of familiarity with the important ethical and legal aspects of business and to become more aware of and comfortable with resolving ethical and legal components of their decision-making and with distinguishing right from wrong business behaviour.
Prerequisite: COMM 308.




"
862,5285,COMM,320,Entrepreneurship,"This course emphasizes the entrepreneurial aspects of man­agement. Students analyze and integrate entrepreneurship concepts into business development cases. They research, prepare, and present a comprehensive business plan that may involve commercial, technological and social innovations delivered by either new business ventures or existing firms through new programs and projects. Accountants, marketers, financiers, managers and consultants all may have business dealings with entrepreneurs and owners of small and medium-sized firms, thus business students can benefit from having more entrepreneurial knowledge, regardless of their career goals. Project activities require teamwork, leadership and communication skills.
Prerequisite: COMM 222, 223 or 224, 305, 308.
NOTE: Students who have received credit for COMM 410 may not take this course for credit.



"
863,5286,COMM,401,Strategy and Competition,"This capstone course requires graduating students to demonstrate their ability to integrate the knowledge and skills they have acquired during their Commerce program. This course introduces the concepts of strategic management and competitive analysis. Emphasis is given to integrating concepts and ideas from the major functional areas such as marketing and finance to give a global perspective on decision-making and directing modern business enterprises. Lecture topics and case studies are selected to portray the nature of the strategic process and the dynamics of competition in a variety of contexts. Attention is also given to the issues of social responsibility, ethics, and personal values. In this context, the course also examines the connection between organizational strategy and the physical environment. Finally, cases and assignments which require an analysis of organizational improvement strategies and new organizational structures are selected.
Prerequisite: 45 business credits including COMM 225; COMM 226 or 301; COMM 315 and 320 previously or concurrently.
NOTE: Students who have received credit for COMM 310 may not take this course for credit.



"
864,5312,COMM,610,Basic Quantitative Skills for Administration,Please see Graduate Calendar
865,5326,COMP,201,Introduction to Computing,"Overview of computing systems. Problem solving and algorithms. Introduction to computer programming. Hardware, software and data storage, programming languages, data organization, program design and development. Lectures: three hours per week. Tutorial: one hour per week.
Prerequisite: MATH 201 or equivalent.
NOTE: 1. Students who have received credit for COMP 218, COMP 248, or COEN 243 may not take this course for credit.
NOTE: This course may not be taken for credit in the regular undergraduate programs in Engineering and Computer Science.


"
866,5337,COMP,218,Fundamentals of Programming,"Computers and computing: problem solving with computers, basic data types, expressions, assignments, control structures, simple library functions, programmer-defined functions, arrays of basic types. Basic elements of object-oriented programming: classes, objects and methods. Lectures: three hours per week. Tutorial: one hour per week.
Prerequisite: MATH 201 or equivalent (no prior experience with computers is assumed).
NOTE: Students who have received credit for COMP 248 may not take this course for credit.



"
867,5350,COMP,228,System Hardware,"Levels of system abstraction and von Neumann model. Basics of digital logic design. Data representation and manipulation. Instruction set architecture. Processor internals. Assembly language programming. Memory subsystem and cache management. I/O subsystem. Introduction to network organization and architecture. Lectures: three hours per week. Tutorial: two hours per week.
Prerequisite: COMP 248; MATH 203 or Cegep Mathematics 103 or NYA previously or concurrently; MATH 204 or Cegep Mathematics 105 or NYC previously or concurrently.
NOTE: Students who have received credit for SOEN 228 may not take this course for credit.



"
868,5353,COMP,232,Mathematics for Computer Science,"Sets. Propositional logic and predicate calculus. Functions and relations. Elements of number theory. Proof techniques: direct proof, indirect proof, proof by contradiction, proof by induction. Lectures: three hours per week. Tutorial: two hours per week.
Prerequisite: MATH 203 or Cegep Mathematics 103 or NYA  MATH 204 or Cegep Mathematics 105 or NYC 
NOTE: Students who have received credit for COMP 238 or COEN 231 may not take this course for credit."
869,5354,COMP,233,Probability and Statistics for Computer Science,"Combinatorics. Axioms of probability. Conditional probability. Discrete and continuous probability distributions. Expectation and moments. Hypothesis testing. Parameter estimation. Correlation and linear regression. Applications to computer science. Lectures: three hours per week. Tutorial: two hours per week.
Prerequisite: MATH 205 or Cegep Mathematics 203 or NYB.
NOTE: Students who have received credit for ENGR 371, STAT 249, STAT 250, COMM 215, MAST 221, MAST 333 may not take this course for credit.



"
870,5363,COMP,248,Object-Oriented Programming I,"Basic data types, variables, expressions, assignments, control flow. Classes, objects, methods. Information hiding, public vs. private visibility, data abstraction and encapsulation. References. Arrays. Lectures: three hours per week. Tutorial: two hours per week. Laboratory: one hour per week 
Prerequisite: MATH 204 or Cegep Mathematics 105 or NYC previously or concurrently. Introduction to programming."
871,5364,COMP,249,Object-Oriented Programming II,"Design of classes. Inheritance. Polymorphism. Static and dynamic binding. Abstract classes. Exception handling. File I/O. Recursion. Interfaces and inner classes. Graphical user interfaces. Generics. Collections and iterators. Lectures: three hours per week. Tutorial: two hours per week. Laboratory:
one hour per week.
Prerequisite: COMP 248; MATH 203 or Cegep Mathematics 103 or NYA; MATH 205 or Cegep Mathematics 203 or NYB previously or concurrently."
872,5391,COMP,326,Computer Architecture,"Computer architecture models: control-flow and data-flow. Concurrency and locality, data dependency theory. Instruction level parallelism. Instruction scheduling. Pipelined processors. Vector processors. Thread level parallelism. Multiprocessors. Shared memory models. Coherence protocols. Interconnection networks. Performance issues. Advanced topics in contemporary computer architectures. Lectures: three hours per week. Tutorial: one hour per week.
Prerequisite: COMP 346.




"
873,5394,COMP,335,Introduction to Theoretical Computer Science,"Finite state automata and regular languages. Push-down automata and context-free languages. Pumping lemmas. Applications to parsing. Turing machines. UndeÂ­cidability and decidability. Lectures: three hours per week. Tutorial: one hour per week.
Prerequisite: COMP 232 or COEN 231; COMP 249 or COEN 244.




"
874,5398,COMP,339,COMBINATORICS,Please see UGRD Calendar
875,5405,COMP,345,"ADVANCED PROGRAM DESIGN, C++",Please see UGRD Calendar
876,5406,COMP,346,Operating Systems,"Fundamentals of operating system functionalities, design and implementation. Multiprogramming: processes and threads, context switching, queuing models and scheduling. Interprocess communication and synchronization. Principles of concurrency. Synchronization primitives. Deadlock detection and recovery, prevention and avoidance schemes. Memory management. Device management. File systems. Protection models and schemes. Lectures: three hours per week. Tutorial: one hour per week. Laboratory: two hours per week.
Prerequisite: COMP 228 or SOEN 228; COMP 352.
NOTE: Students who have received credit for COEN 346 may not take this course for credit.



"
