Course ID,Description
22911,"An introduction to analytical techniques relating to form, motivic development, and texture, with reference to a variety of styles and time periods.
Prerequisite: JAZZ 351. 
NOTE: Students who have received credit for INMS 351 (in jazz sections) may not take this course for credit."
22917,"A student-designed course of study,approved by an advisor, that focuses on an area of jazz studies.
Prerequisite: Second-year standing, and written permission of the Department of Music.

66 or fewer credits remaining in degree program.
Students may count a maximum of nine credits in independent studies towards their degree program.

"
22918,"A student-designed course of study, approved by an advisor, that focuses on an area of jazz studies.
Prerequisite: JAZZ 471, second-year standing, and written permission of the Department of Music.

66 or fewer credits remaining in degree program.
Students may count a maximum of nine credits in independent studies towards their degree program.

"
22920,"A study of the historical developments and the personalities that contributed to the evolution of jazz styles.
NOTE: Students who have received credit for JHIS 314 may not take this course for credit."
22924,"This course lays the foundation for all subsequent reporting and writing courses. Students learn how to do library and online research, structure and conduct interviews, and write news and feature stories for print and online outlets. Emphasis is placed on reporting stories in the community. Practical out-of-class assignments use the city of Montreal as a laboratory.
Prerequisite: Enrolment in a Journalism program.




"
22925,"Students are introduced to a range of basic tools and concepts in multimedia journalism, from basic HTML and web design to the use of web 2.0 tools to author and publish video, audio, and still photography online.
Prerequisite: Enrolment in a Journalism program.




"
22927,"This course provides a survey of the foundational ideas about journalism and its role in society, from the time of an emergent press to the present. It addresses received ideas about journalism's place in democratic society as well as current critical thought.





"
22928,"This course considers the current reality of the Quebec news media as they have been informed by the history of journalism in Quebec. The course situates the media in Quebec within broader philosophical and sociological currents informing the understanding of journalism as an institution. Some of the reading material for this course is in French.

NOTE: Students who have received credit for JOUR 305 may not take this course for credit.



"
22930,"This course introduces students to the increasingly complex structures of modern media, and considers them in the context of journalism ideals. It examines the organizations, practices and problems of news media, focusing on key functions in day-to-day activities. In any given year, it may explore in detail a particular development or problem in the news media.





"
22931,"This course introduces students to the fundamentals of news across audio and visual platforms (radio, television, and online journalism); focusing on research, story development, writing, recording and editing. It also introduces students to the historical development of radio and television in Canada.
Prerequisite: Enrolment in a Journalism program.
NOTE: Students who have received credit for JOUR 200 or 203 may not take this course for credit.



"
22936,"This course introduces students to research methods with a particular focus on primary sources, such as official documents, legal and financial records, access-to-information requests, electronic databases, as well as in-depth interviews. These methods are treated as both sources of story ideas and as essential elements of good reporting."
22937,"Prerequisite: JOUR 206, 207, 208 and 209. This workshop course is designed to help students develop and enhance their writing abilities, preparing for the broadest range of long-form journalism, from brief colour stories and profiles to in-depth and long-form articles. It consolidates interview techniques and introduces a variety of writing approaches, including long-form journalism."
22939,"This workshop course develops students? copy-editing skills and introduces them to the fundamentals of page layout. While the editing component of the course is designed primarily for students in journalism, the techniques employed are applicable to all media forms."
22940,"This course focuses on gender and diversity issues in journalism, ranging from the historical context to more contemporary material. It addresses the ways in which gender and diversity affect journalism as both a practice and an institution.

NOTE: Students who have received credit for JOUR 320, 420 or for this topic under a JOUR 398 number may not take this course for credit."
22942,"This course looks at issues and practices in journalism within the contexts of law and ethics. It aims to provide students with an understanding of professional standards and legal norms, together with a strong foundation in ethical reasoning.
Prerequisite: JOUR 201, 221.
NOTE: Students who have received credit for JOUR 317 or COMS 453 may not take this course for credit.



"
22947,"This workshop course advances video and photography skills already introduced, including those involved in all forms of digital newsgathering. Students refine reporting, writing, recording and editing skills in a visual production context to produce editorially sound and aesthetically acceptable stories.

NOTE: Students who have received credit for JOUR 336 or 339 may not take this course for credit."
22948,"Prerequisite: JOUR 207 and 209. This workshop course replicates the working conditions and journalistic expectations of a radio newsroom. Students assume various journalistic positions, including assignment editor, reporter, and newsreader, working to deadline to produce a live radio newscast."
22953,"This is a workshop in the fundamentals of photojournalism, where students learn how to apply the theory and aesthetics of news photography to telling stories through pictures. Using digital cameras and technology, students perform a variety of exercises and assignments to help them master the techniques used in planning, taking, and laying out news photographs.
Prerequisite: JOUR 201, 221.
NOTE: Students who have received credit for JOUR 466 may not take this course for credit.



"
22962,"This workshop course focuses on a specified topic area and introduces students to the particular ""beat"" reporting and analytical demands of the topic and the institutions that form the basis of this reporting specialty."
22963,Prerequisite: JOUR 303 or permission of the Department. This workshop is designed for those students who want to further develop a set of research and writing skills geared specifically to the magazine market. Students produce magazine articles of publishable quality and shape the stories to fit the needs of a particular magazine by studying the overall market in depth.
22969,"This workshop course focuses on studio and field production of public affairs programming. Students produce long- and short-form video journalism, contributing to the Department?s Digital Magazine and to their professional portfolio. Students learn basic studio production techniques."
22970,"""This course further explores the theory and practice of the authoring and online publication of text, audio, video and informational graphics. Working in groups, students create multimedia """"packages"""" and work collectively to publish an online presentation of class work at the end of the term.""
Prerequisite: JOUR 202, 302.
NOTE: Students who have received credit for this topic under a JOUR 498 number may not take this course for credit.



"
22972,"Prerequisite: JOUR 321. This workshop course is for students who wish to explore
long-form journalism in sound and pictures, in particular, the television or radio current affairs documentary. Through assignments, class discussions, and exposure to notable examples of the form, students learn the fundamentals of long-form documentary news production."
22973,"This course considers the alternative news organizations in a variety of media forms. It examines both historical and present-day examples in the context of an expanding and diversifying mediascape.
Prerequisite: 60 credits or permission of the Department.
NOTE: Students who have received credit for this topic under a JOUR 298 number may not take this course for credit.



"
22974,"This course considers the challenges to mainstream journalism and addresses the particularities of citizen journalism, including its sourcing and presentation strategies, and organizational structures. Students learn how to apply basic technologies involved in citizen journalism.
Prerequisite: 60 credits or permission of the Department.
NOTE: Students who have received credit for this topic under a JOUR 398 number may not take this course for credit.



"
22975,"By concentrating on seminal moments reflected in a range of news media forms, this course examines technological, socio-cultural, political, and historical trends that have contributed to journalism?s development as a set of complex practices. Special attention is given to innovative journalists who have advanced the field.

NOTE: Students who have received credit for JOUR 332 may not take this course for credit."
22977,"Prerequisite: 60 credits or permission of the Department. This course examines
cross-cultural journalism practices as they pertain to both international news coverage and local reporting in a multicultural setting. The course asks students to apply basic theoretical concepts to case studies of the news."
22978,"This course introduces students to a scholarly critique of journalism, both as a practice and as an institution. By interrogating specific readings, students are encouraged to consider the journalist as a cultural producer operating within overlapping social, political, and economic contexts.
Prerequisite: 60 credits or permission of the Department.




"
22980,"Students who have demonstrated ability, near the end of their program, undertake a practicum at a recognized media outlet, under the supervision of a senior journalist and with permission of the Department's undergraduate program director"
22981,"Students who have demonstrated ability may, near the end of their program, undertake an independent study on a topic not otherwise covered by the program, under the direction of one or more faculty members."
22983,"This course explores the literary value of selected, seminal journalistic writings by examining the work of journalists, both past and present, as well as other non-fiction writers, including those in Canada, U.S., U.K., and elsewhere. Students will appreciate how literary styles and conventions can enhance journalistic practices"
22995,Please see GRAD Calendar
22997,Please see GRAD Calendar
22998,Please see GRAD Calendar
22999,Please see GRAD Calendar
23000,Please see GRAD Calendar
23002,Please see GRAD Calendar
23003,Please see GRAD Calendar
23004,Please see GRAD Calendar
23006,Please see GRAD Calendar
23008,Please see GRAD Calendar
23012,Please see GRAD Calendar
23013,Please see GRAD Calendar
23021,Please see GRAD Calendar
23022,Please see GRAD Calendar
23023,Please see GRAD Calendar
23024,Please see GRAD Calendar
23025,Please see GRAD Calendar
23026,"This course  introduces students to a scholarly critique of journalism, both as a practice and as an institution. Students examine specific readings from an overlapping social, political and economic context to consider the role of journalists as cultural producers."
23027,Please see GRAD Calendar
23028,Please see GRAD Calendar
23029,Please see GRAD Calendar
23030,Please see GRAD Calendar
23031,This course examines the journalist?s responsibility in terms of both ethics and the law. It introduces students to a representative cross-section of ethical theories and codes and takes an intensive look at the most common legal issues affecting the practice of journalism.
23032,Please see GRAD Calendar
23033,Please see GRAD Calendar
23034,Please see GRAD Calendar
23071,Please see UGRD Calendar
23073,"A performance course in which students participate in various Concordia jazz ensembles.
Prerequisite: JAZZ 200 previously or concurrently, or permission of the Department of Music upon successful audition. 
NOTE: This is a full-year course.
NOTE: Students are required to participate in public performances.
NOTE: Students who have received credit for JPER 220 may not take this course for credit."
23074,"This course offers individual vocal or instrumental instruction in jazz performance.
Prerequisite: Enrolment in the Specialization in Jazz Studies and written permission of the Department of Music. 
NOTE: Students are required to assume part of the cost of private lessons.
NOTE: Students who have received credit for MPER 251 or MUSI 231 may not take this course for credit."
23086,"A continuation of JPER 251.
Prerequisite: JPER 251 and written permission of the Department of Music. 
NOTE: Students who have received credit for MPER 252 or MUSI 232 may not take this course for credit."
23098,"A continuation of JPER 221.
Prerequisite: JPER 221.
NOTE: This is a full-year course.
NOTE: Students are required to participate in public performances."
23099,"A performance-analysis course that examines the craft of jazz improvisation. A broad spectrum of jazz improvisational styles is examined. Participation in public performance is required.
Prerequisite: JAZZ 200; JAZZ 252 previously or concurrently.
NOTE: Students who have received credit for MPER 330 may not take this course for credit.



"
23100,"A study of jazz vocal technique through performance of representative compositions and arrangements, and study of professional recordings demonstrating various jazz vocal styles. Special focus is on performance styles and building audience-performer relationships. Students are expected to participate in public performances.
Prerequisite: JAZZ 200; JPER 251, MUSI 231 or MPER 251 (voice) previously or concurrently.




"
23102,"A continuation of JPER 321.
Prerequisite: JPER 321.
NOTE: This is a full-year course.
NOTE: Students are required to participate in public performances.
NOTE: Students who have received credit for CMUS 402 may not take this course for credit."
23103,"A continuation of JPER 330.
Prerequisite: JPER 330.
NOTE: Students who have received credit for MPER 430 may not take this course for credit.



"
23104,"A continuation of JPER 341.
Prerequisite: JPER 341.
NOTE: Students who have received credit for this topic under a MPER 498 number may not take this course for credit.



"
23105,"A student-designed course of study, approved by an advisor, on an area of jazz performance practice. When appropriate, the study may include a performance.
Prerequisite: Second-year standing or equivalent, and written permission of the Department of Music.
66 or fewer credits remaining in degree program.
Students may count a maximum of nine credits in independent studies towards their degree program.


"
23106,"A student repeating JPER 471 registers for JPER 472 for credit.
Prerequisite: JPER 471 and written permission of the Department of Music.
Students may count a maximum of nine credits in independent studies towards their degree program.



"
23126,"Literature, religion, and philosophy are central, and art and music are represented. Key texts may include Milton's Paradise Lost, Rousseau's Confessions, Stendhal's The Red and the Black, and Nietzsche's Genealogy of Morals.

NOTE: Students who have received credit for LBCL 291, 292, or LBCZ 204 may not take this course for credit.



"
23127,"This course emphasizes the intellectual, cultural, and political traditions from the Biblical period and classical antiquity to the mid-17th century. Texts studied are related to changing social and historical contexts. Primary sources may include Genesis, Plato, Republic, Marcus Aurelius, Meditations, Thomas Aquinas, Summa Theologica, Machiavelli, Prince and Discourses, and Hobbes, Leviathan.
Prerequisite: Registration in the Liberal Arts College, or permission of the College.




"
23128,"A study of major Western literary, religious, and philosophical traditions, involving the reading and interpretation of significant texts from antiquity to the mid-17th century. Emphasis is placed on development of writing skills and interpretative analysis. Primary texts may include Homer, Odyssey, Plato, Symposium, Augustine, Confessions, Dante, The Divine Comedy, and Cervantes, Don Quixote.
Prerequisite: Registration in the Liberal Arts College, or permission of the College.




"
23131,"This course is an integrated study of the nature of the visual arts from antiquity to the 20th century. Artistic expression is examined through chronological and thematic approaches, with attention to the relation between art and society.

Prerequisite: Registration in the College, or permission of the College."
23140,"This course introduces developments in the history of European music from antiquity to the 18th century. Course content includes musical structure, period styles, and selected works by major composers, setting these within their historical contexts.
Prerequisite: LBCL 291; LBCL 292; LBCL 295; or permission of the College.
NOTE: Students who have received credit for LBCL 396 may not take this course for credit.



"
23141,"This course emphasizes the intellectual, cultural, and political traditions from the mid-17th century to 1914. Texts studied are related to changing social and historical contexts. Primary texts may include Spinoza, Theological Political Treatise, Locke, Second Treatise of Government, Rousseau, The Social Contract, Wollstonecraft, A Vindication of the Rights of Woman, Marx, Capital, and Nietzsche, Genealogy of Morals.
Prerequisite: LBCL 291; LBCL 292; LBCL 295; or permission of the College.




"
23142,Please see UGRD Calendar
23143,"A study of major Western literary, religious and philosophical traditions from the mid-17th century to 1914. Primary texts may include Stendhal, The Red and the Black, Diderot, Le neveu de Rameau, Goethe, Faust, Nietzsche, Thus Spoke Zarathustra, and Baudelaire, Les fleurs du mal.
Prerequisite: LBCL 291; LBCL 292; LBCL 295; or permission of the College.




"
23144,"This course explores the history of science from antiquity to the Renaissance. Primary sources may include Aristotle, Physics, Plato, Timaeus, and Copernicus, On the Revolution of the Heavenly Spheres.

NOTE: Students who have received credit for LBCL 397 may not take this course for credit."
23145,"This course emphasizes the nature of modern science from the scientific revolution to the present day. Primary sources may include Darwin, Origin of the Species, Galileo, Dialogue Concerning the Two Chief World Systems, Bacon, Advancement of Learning, and Einstein, Relativity.
Prerequisite: LBCL 291; LBCL 292; LBCL 295; or permission of the College.
NOTE: Students who have received credit for LBCL 397 may not take this course for credit.



"
23158,"This course emphasizes key issues in contemporary society and culture. Major 20th-century texts and documents - philosophical, literary, political, and artistic, as well as analytical materials drawn from history and the social sciences, are read. Primary sources may include de Beauvoir, The Second Sex, Woolf, To the Lighthouse, Levi, Survival in Auschwitz, Hayek, The Road to Serfdom, Heidegger, Being and Time, as well as theorists such as Foucault, Lévi-Strauss, Barthes, and Derrida.
Prerequisite: LBCL 391; LBCL 393; or permission of the College.




"
23160,Please see Undergraduate Calendar
23161,Please see UGRD Calendar
23162,"The student works with an individual faculty member in a chosen and approved area of the core curriculum, and must produce a sustained piece of written work approximately 40 pages in length. Students must also participate in an honours seminar in connection with their research and writing.
Prerequisite: This course is open only to students at the College who have completed Stage II courses at the required academic level of performance.




"
23402,Please see GRAD Calendar
23403,Please see GRAD Calendar
23406,Please see GRAD Calendar
23409,Please see GRAD Calendar
23465,"This course provides an introduction to the principles of general linguistics for beginners in the field. There is an emphasis on synchronic linguistic analysis, with a brief examination of historical and comparative linguistics.





"
23467,"This course uses language as a tool to examine the workings of the human mind. It approaches the study of language from the perspective of generative grammar as developed by Noam Chomsky and his collaborators. It deals with patterns of linguistic structure, rather than content or meaning. The goal of this course is to develop an understanding of the field of cognitive science (the study of knowledge and the mind/brain) and determine how linguistics fits in with disciplines like the study of vision, auditory perception and reasoning.

NOTE: Students who have received credit for this topic under a LING 398 number may not take this course for credit.



"
23471,"This course studies the beliefs, interrelationships, and values of societal groups as reflected in language.





"
23477,"Prerequisite: LING 200 or equivalent. This course introduces students to syntactic theory in the generative tradition. Topics include structure-building operations, constituency, a variety of movement phenomena, and the relationship between the lexicon and syntactic computation. The focus is on contemporary theoretical frameworks but the course also includes some discussion of how these developed from earlier theories."
23478,"This course introduces the basic notions required for formal analysis of meaning within a theory of language. The central objective is the development of a system for the representation of the logical structure of natural language. Contemporary works in linguistic semantics are critically examined.
Prerequisite: LING 200 or 222 or equivalent"
23480,"This course situates generative linguistics in the cognitive sciences by providing a survey of relevant topics from psychology, artificial intelligence, computer science, ethology, and philosophy.
NOTE: Students who have received credit for this topic under a LING 398 number may not take this course for credit.
Prerequisite: LING 222 or equivalent."
23481,"This course provides an introduction to the fundamentals of Sanskrit grammar. After developing a foundation, students are presented with a selection of short, original texts to read and translate.





"
23482,"Through a comparative study of the phonology of the various branches of the Indo-European language family (e.g. Indo-Iranian, Hellenic, Italic, Germanic, Slavic, Baltic), this course familiarizes the student with the techniques used in linguistic reconstruction. Emphasis is given to the development and differentiation of languages through time.
Prerequisite: LING 200 or equivalent.




"
23483,"A study of the modern Romance languages, especially French, Italian, and Spanish, and their development from Latin."
23486,"Prerequisite: LING 200 or equivalent; or permission of the Department. 
This course treats current issues in the experimental evaluation of linguistic theories, presenting both methodological concerns and empirical results. Topics covered include sentence processing, speech perception, lexical access and language development. 
NOTE: Students who have received credit for this topic under a LING 398 number may not take this course for credit."
23489,"Description of speech sounds in articulatory terms. Identification and description of sounds that occur outside the Indo-European family of languages. Description of speech sounds as to their acoustic qualities: frequency, amplitude, pitch, stress. Interpretation of sound spectrograms.





"
23490,"Prerequisite: LING 200 or equivalent. This course examines the fundamentals of
distinctive-feature analysis as developed by Jakobson, Chomsky, and Halle. Theoretical concepts and notational techniques are emphasized. Students receive extensive training in data analysis and rule writing."
23491,"This course consists of a survey of linguistic morphology, the study of word structure, and the tools used to perform morphological analysis. The course also gives some consideration to the issues relating to a theory of morphology.
Prerequisite: LING 373 or equivalent.
NOTE: Students who have received credit for this topic under a LING 398 number may not take this course for credit.



"
23519,"This course considers current developments in the field of syntactic theory and their application to phenomena such as control, movement out of islands and binding.
Prerequisite: LING 315 with a grade of C? or higher, or equivalent."
23525,"Prerequisite: LING 315, 336, 373. This course concentrates on the nature of language change, with an investigation into the relationship between theories of linguistic structure and theories of change. The theoretical foundations of contemporary methods in the study of language change are the central focus.

NOTE: Students who have received credit for this topic under a LING 398 number may not take this course for credit."
23527,"Prerequisite: LING 315, 373. This course is intended to give the student an in-depth
acquaintance with the structure of a language which differs markedly from that of familiar Indo-European languages. The course involves working with a native speaker and/or from textual material."
23530,"Prerequisite: LING 315, 373. This course presents a survey of theoretical and empirical issues in the study of first language (L1) acquisition by children. Particular attention is paid to the role of Universal Grammar and innateness in explaining L1 acquisition, as well as to the significance of fundamental theoretical notions such as the competence/performance distinction."
23539,Please see Undergraduate Calendar
23540,Prerequisite: LING 336 or equivalent. This course explores one or more areas of Indo-European comparative grammar of particular interest in current research. Extensive reading in the scholarly literature is undertaken with emphasis on the principles by which hypotheses in historical linguistics can be framed and the criteria for testing such hypotheses.
23542,A study of the similarities and differences in the phonology and morphology of Ancient Greek and Latin. Some attention is also given to issues of syntax and the lexicon.
23543,"Dating from the 14th to the 12th century BCE, Mycenaean ? the language of the Linear B tablets ? is the earliest form of Greek attested. In this course, selected documents will be read, both in transliteration and in the Mycenaean syllabary, with attention both to linguistic and to cultural issues."
23546,"An examination of the language of Homer, an artificial mixture of dialectal and diachronic variants, a Kunstsprache. Against the background of a study of the comparative and historical grammar of Greek and its development from Proto-Indo-European, the focus is on diachronic aspects of Homeric grammar and diction. Readings are principally from Books One and Three of the Iliad."
23547,"A study of inscriptions in archaic Latin and the ancient Italic dialects Oscan and Umbrian. Examination of the main features of phonology, morphology, syntax and the lexicon which distinguish Osco-Umbrian from Latin, with reference to their development from Proto-Indo-European.
Prerequisite: LING336 or CLAS391."
23548,"The fundamentals of Hittite grammar are presented through the extensive reading of texts, both in transliteration and cuneiform. Considerable attention is given to problems of comparative grammar.
Prerequisite: LING 336 or equivalent.




"
23549,"This course treats current issues in the theory of phonology, such as syllable structure, stress computation, vowel harmony and tonology. Critical readings from the current theoretical literature form the basis for discussion and study.
Prerequisite: LING 373 with a grade of C- or higher, or equivalent.
NOTE: Students who have received credit for this topic under a LING 498 number may not take this course for credit.



"
23550,"Prerequisite: LING 315, 336, 373. This course examines the history of linguistics, with a particular focus on the structuralist predecessors of contemporary linguistic theorists. Both North American and European schools of thought are considered. Extensive reading of fundamental texts is required."
23551,"This course provides students with the opportunity for advanced research in linguistics under the direct supervision of a faculty member. Students normally prepare a research paper on a topic chosen by the student and with the approval of the supervisor.

NOTE: Students may take this course only once for credit."
23563,Please see UGRD Calendar
23669,"This course provides select coverage of aspects of the historical forces and events that shaped the 20th century. The historical background of issues such as wars and peace, colonialism and postcolonialism, economics and the environment, and questions about ethnic and national diversity and cultural perception are explored. The course is intended to develop critical thinking together with basic bibliographic and writing skills.

 NOTE: Students who have received credit for HIST 283 or HISZ 283, or for this topic under an HIST 298 or HISZ 298 number, may not take this course for credit.



"
23670,"From a variety of perspectives, including historical, environmental, economic, and cultural, this course examines major issues facing the world today. These issues may include international trade and the economy, the regulation of garbage and pollution, the decline in cultural variability, the spread and control of disease, and the effects of mass communication. This course is intended to develop an appreciation of a global view of the challenges which the world is likely to face in the next few decades.





"
23671,"This course explores the main differences between the world's major cultures, religious beliefs, and philosophies, and addresses the tensions between establishing universal values and maintaining cultural diversity in an age of accelerating globalization. There is also an emphasis on the conception of different levels of social complexity, principally the role of the individual, the interpersonal, and the group within a society. This course is intended to develop team research and presentation skills, and the ability to communicate and work effectively within a small group setting.





"
23672,"This course introduces students to collective action problems faced by governments, international organizations, corporations, advocacy groups, and scientists. Topics may include climate change, biodiversity conservation, hazardous waste disposal, water and food security.

NOTE: Students who have received credit for POLI 394 may not take this course for credit."
23674,"""This course explores the basic issues of the philosophy of science by examining the nature of science as an activity and a way of understanding the world. Cultural variations in the philosophy of science are discussed as well as contemporary disputes involving the interpretation of science: Darwinism; the """"Science Wars""""; science and religion; and feminist critiques of science. This course is intended to develop critical thinking and analysis, and deductive and inductive reasoning.""





"
23675,"The current state of biodiversity around the world and the forces that affect this diversity are the main focus of this course. It addresses the origins of this diversity, the advantages of variability in the environment for human life, and the contemporary challenges to this diversity. This course is intended to emphasize holistic thinking and system analysis.





"
23676,Please see UGRD Calendar
23677,"This course is an anthropological approach to variations in cultural experience as they relate to communication. Students explore modes of expression and communication, including literature and film, with a view to examining questions of interpretation, aesthetics, and ethical judgment. Personal expression and communication are also discussed. This course is intended to develop an awareness of the role of imagination and creativity in expression and interpretation, and sensitivity to the role of cultural and other differences in processes of communication.

 NOTE: Students who have received credit for LOYC 410 may not take this course for credit.



"
23685,"This course focuses on the conceptualization of cross-disciplinary inquiry and the problems of interdisciplinary communication. The role of discipline-based and cross-disciplinary research is studied. A brief intellectual history of discipline-formation and emerging interdisciplinary fields is discussed. One contemporary global issue is usually examined in detail in this context. This course is intended as a seminar for students completing the Minor in Diversity and the Contemporary World.
Prerequisite: 12 credits of LOYC courses; or permission of the College.




"
23736,"This course is a rigorous introduction to the theory of mathematical and computational finance. Multi-period binomial model; state prices; change of measure; stopping times; European and American derivative securities; interest-rate models; interest-rate derivatives; hedging; convergence to the Black-Scholes model.
Prerequisite: FINA 385; MATH 265; STAT 349 previously or concurrently.




"
23737,"This course is a continuation of MACF 401 and focuses on modelling and computational techniques beyond the binomial model. Simulation; Monte-Carlo methods in finance; option valuation; hedging; heat equation; finite difference techniques; stability and convergence; exotic derivatives; risk management; calibration and parameter estimation.
Prerequisite: MACF 401; MATH 473; STAT 461 previously or concurrently.




"
23738,"This course introduces students to the basic principles of management
within a contemporary business context. The managerial process is
explored in relation to issues such as organizational structure and innovation in large and small organizations, strategy formulation and planning, operations and marketing management. Students are exposed to in-depth industry and market analysis methods and do research pertaining to their chosen industry. The course includes basic readings in management and contemporary text from business
publications. Particular focus is placed on entrepreneurship and its impact and value on economic and social systems.

NOTE: JMSB students may not take this course for credit.

NOTE: Students who have received credit for ADMI 201, ADMI
202, MANA 266, or COMM 210 may not take this course for credit.

NOTE: Students entering the BComm or BAdmin program as of September
2013 may not take this course for credit."
23739,"This course seeks to give students an understanding of behaviour in the workplace, the factors that influence behaviour, and the relationships among these factors. Conceptual frameworks, case discussions, and selfassessment tools complement the course material. Topics include personality and learning, motivation, group dynamics, teamwork and diversity, influence and leadership, and stress management.

NOTE: JMSB students may not take this course for credit.

NOTE: Students who have received credit for MANA 213 or COMM 222 may
not take this course for credit.

NOTE: Students entering the BComm or BAdmin program as of
September 2013 may not take this course for credit."
23746,"This course allows students to develop a degree of familiarity with the legal environment in which business organizations operate. Students are introduced to the topics of employment law, the Quebec Charter of Human Rights, representation and power of attorney, corporate law, contract law, civil liability and product safety, as well as other important legal aspects of business.

NOTE: JMSB students may not take this course for credit.
NOTE: Students who have received credit for MANA 211 may not take this course for credit.


"
23748,"Prerequisite: ADMI 201 or ADMI 202 or MANA 201 or permission of the
Department; completion of 60 credits in a non-business program. This final-year course offers students the opportunity to learn how to capitalize on their domain-specific knowledge and recognize opportunities for self-employment or new venture creation. The course presumes that students have already developed an interest in
entrepreneurial careers within their respective fields of study. The first phase of the course reviews fundamental concepts and issues in entrepreneurship and related business fields. The second phase introduces students to the elements of business planning in the context of entrepreneurial projects, followed by the third phase where students formulate their own business plans.

NOTE: JMSB students may not take this course for credit.

NOTE: This course does not count toward the requirements of the Minor
in Business Studies."
23756,"This course provides the student with a basis for understanding and critically examining complex organizations in contemporary society. Interrelationships among the social, cultural, and formal properties of organizations are examined and linked to contextual forces in the external environment. Emphasis is placed on the analysis of organizational systems for the purpose of improving integration, adaptation, survival, and effectiveness of organizations.
Prerequisite: COMM 222.




"
23758,"Prerequisite: COMM 222 previously or concurrently; or MANA 201 and
202. This course focuses on the communication skills that lead to successful interaction with others in business settings. Topics include designing and delivering effective written and oral messages, communicating with internal and external stakeholders, negotiating, and resolving conflict. Pedagogical methods include in-class exercises, case studies, presentations, and report writing."
23763,"This course provides a background in the theory and practice of human resource management. It covers the core areas of human resource management, mainly human resource planning, recruitment, staffing, performance appraisal, career planning, labour relations, compensation, and international human resource management.
Prerequisite: COMM 222; or MANA 201 and 202.




"
23766,"This course provides a broad overview of the employee-employer relationship. It describes the interplay between the various actors of industrial relations: unions, employees, employers, government, and legislators. The course focuses on major labour-management issues and the day-to-day problems of negotiating and administering collective agreements.
Prerequisite: COMM 222.




"
23768,"This course explores the role of business in developing a sustainable global society. Students explore current environmental and societal concerns and the role of business in influencing them. Students learn how the relationships between business and various stakeholders, including communities, governments, and the natural environment, can create opportunities for generating economic, environmental, and social value.
Prerequisite: COMM 223 or 224 or MARK 201.




"
23769,Please see UGRD Calendar
23780,"This course explains the relevance of management research for business and administrative decision making. Topics include conducting employee surveys, observational and interview methods, program evaluation, data analysis and interpretation, and the ethics of gathering information from human participants. Students evaluate the validity of reports of management research, learn to exercise caution in accepting research conclusions, and get hands-on experience with basic research techniques.
Prerequisite: COMM 222, 215.




"
23787,"This course provides a general knowledge of the concepts, design, methodology, management and administration of compensation and benefit programs within organizations. Major topics include job evaluation, knowledge-based pay, pay for performance, alternative reward systems, government and employer-provided benefit programs. The primary emphasis is on the design of appropriate policies and programs and how these can help support organizational objectives and strategies.
Prerequisite: MANA 362.




"
23788,"Topics covered in this course include how training needs are assessed, how effective training programs are designed, how to ensure that learning achieved in training is transferred to the work, and how training programs are evaluated. Emerging issues such as career management and mentoring programs are discussed.
Prerequisite: MANA 362.




"
23789,"This course examines the critical aspects of health and safety administration within organizations. It provides a brief overview of the relevant legislation and focuses upon prevention, causes, detection, intervention, reintegration, epidemiological and clinical investigation, and health development. Physical and psychological aspects of health and safety are examined.
Prerequisite: MANA 362.




"
23790,"This course is designed to introduce the conceptual and analytical tools needed to staff organizations effectively with qualified employees. Topics include planning, job analysis, legal issues, recruitment, selection methods, and techniques for developing valid and reliable selection procedures. Both the strategic needs of the organization and the legal environment of contemporary organizations in Quebec and Canada are addressed.
Prerequisite: MANA 362.




"
23791,"This course is designed to familiarize students with current research and theory on motivation and leadership, and their synergy and application in a work context. Implications for the design of reward systems and leader development are addressed. Class activities include student presentations, small group discussions, exercises, cases, and simulations.
Prerequisite: COMM 222.




"
23793,"This course emphasizes the operational aspects of management that are uniquely important to a small enterprise. It provides opportunity to practise operational decision-making under conditions characteristic for small- and medium-sized firms. Themes include strategy and planning, human resource management, marketing, operations and technology, managing the small family business, legal issues and international activities.
Prerequisite: COMM 320 or 410.




"
23800,"This course is a final-year integrative seminar for Human Resource Management Majors. It focuses on the philosophies underlying current human resource management principles and policies and the processes of their implementation. The course utilizes cases to integrate human resource management areas such as recruitment, selection, training, performance appraisal, compensation, and benefits administration.
Prerequisite: MANA 341, MANA 362, and any two of the following: MANA 443, 444, 446."
23803,Please see UGRD Calendar
23811,"Prerequisite: COMM 315. This course introduces students to the basics of Canada?s legal system and the real estate industry. It covers major areas of real estate law including real property rights, property ownership, real estate transactions, contracts, tax aspects and financing of real estate. This course may include topics such as land regulation, urban planning and environmental issues associated with real estate development and management."
23812,"Since many business enterprises are operated as corporations, it is important to familiarize students with the legal aspects involved in creating and managing a corporation. This course is aimed at both students who wish to set up new business enterprises and at those who wish to manage existing businesses effectively. Students study the legal process through which a corporation is set up, and examine strategically important issues relating to the control and voting of shares, unanimous shareholders' agreements, the duties and liabilities of shareholders, directors, and officers, the sale of shares and the protections provided by law to minority shareholders. The Canada Business Corporations Act (C.B.C.A.) along with other related laws, actual court cases and sample legal documents are studied.
Prerequisite: COMM 315.




"
